,origin,hs07,year,export_val
24610,pry,Textiles,2013,146604421.75
24611,pry,Textiles,2014,162171296.01
24612,pry,Textiles,2015,141851882.90000007
24613,pry,Textiles,2016,128370419.99
24614,pry,Textiles,2017,168181973.03000003
24615,pry,Transportation,2008,56292720.93
24616,pry,Transportation,2009,8336885.1899999995
24617,pry,Transportation,2010,3344872.43
24618,pry,Transportation,2011,1999844.5999999999
24619,pry,Transportation,2012,7049093.85
24620,pry,Transportation,2013,25218328.05
24621,pry,Transportation,2014,35640478.33
24622,pry,Transportation,2015,56387719.97
24623,pry,Transportation,2016,45108580.36
24624,pry,Transportation,2017,63593848.3
24625,pry,Vegetable Products,2008,2836914094.100001
24626,pry,Vegetable Products,2009,1902036060.2900002
24627,pry,Vegetable Products,2010,2600056029.71
24628,pry,Vegetable Products,2011,3516926057.410001
24629,pry,Vegetable Products,2012,2925245282.0399995
24630,pry,Vegetable Products,2013,4043798357.039999
24631,pry,Vegetable Products,2014,3709849223.3
24632,pry,Vegetable Products,2015,2991273765.310001
24633,pry,Vegetable Products,2016,3233902926.44
24634,pry,Vegetable Products,2017,3314319610.02
24635,pry,Wood & Wood Products,2008,138130907.05999997
24636,pry,Wood & Wood Products,2009,114162783.94
24637,pry,Wood & Wood Products,2010,119314735.89999998
24638,pry,Wood & Wood Products,2011,141848609.95000002
24639,pry,Wood & Wood Products,2012,110306902.30000001
24640,pry,Wood & Wood Products,2013,113536847.52
24641,pry,Wood & Wood Products,2014,107591282.55000001
24642,pry,Wood & Wood Products,2015,108388464.03
24643,pry,Wood & Wood Products,2016,96377619.75
24644,pry,Wood & Wood Products,2017,102875075.47000001
24645,pse,Animal & Animal Products,2008,6897016.169999999
24646,pse,Animal & Animal Products,2009,12463610.74
24647,pse,Animal & Animal Products,2010,17039555.46
24648,pse,Animal & Animal Products,2011,21787543.78
24649,pse,Animal & Animal Products,2012,18472458.38
24650,pse,Animal & Animal Products,2013,18088062.23
24651,pse,Animal & Animal Products,2014,5045393.78
24652,pse,Animal & Animal Products,2015,5061144.529999999
24653,pse,Animal & Animal Products,2016,5374489.45
24654,pse,Animal & Animal Products,2017,380018.18000000005
24655,pse,Chemicals & Allied Industries,2008,24235564.959999997
24656,pse,Chemicals & Allied Industries,2009,27524049.989999995
24657,pse,Chemicals & Allied Industries,2010,59356481.58
24658,pse,Chemicals & Allied Industries,2011,20353392.06
24659,pse,Chemicals & Allied Industries,2012,21060136.84
24660,pse,Chemicals & Allied Industries,2013,26247783.2
24661,pse,Chemicals & Allied Industries,2014,28818495.92
24662,pse,Chemicals & Allied Industries,2015,36592696.489999995
24663,pse,Chemicals & Allied Industries,2016,41713748.06
24664,pse,Chemicals & Allied Industries,2017,12210868.379999999
24665,pse,Foodstuffs,2008,45381760.519999996
24666,pse,Foodstuffs,2009,42945517.75
24667,pse,Foodstuffs,2010,53003290.41
24668,pse,Foodstuffs,2011,67915144.16
24669,pse,Foodstuffs,2012,83813694.19999999
24670,pse,Foodstuffs,2013,94145267.28
24671,pse,Foodstuffs,2014,97772732.19
24672,pse,Foodstuffs,2015,97716334.80000001
24673,pse,Foodstuffs,2016,93806130.53999999
24674,pse,Foodstuffs,2017,10044935.889999999
24675,pse,Footwear / Headgear,2008,28524189.82
24676,pse,Footwear / Headgear,2009,26855334.4
24677,pse,Footwear / Headgear,2010,26597202.96
24678,pse,Footwear / Headgear,2011,36625492.0
24679,pse,Footwear / Headgear,2012,11256096.47
24680,pse,Footwear / Headgear,2013,39359424.3
24681,pse,Footwear / Headgear,2014,42860068.519999996
24682,pse,Footwear / Headgear,2015,39732035.0
24683,pse,Footwear / Headgear,2016,34753664.730000004
24684,pse,Footwear / Headgear,2017,971061.0
24685,pse,Machinery / Electrical,2008,27295329.65
24686,pse,Machinery / Electrical,2009,25516684.740000002
24687,pse,Machinery / Electrical,2010,20729527.98
24688,pse,Machinery / Electrical,2011,21590416.4
24689,pse,Machinery / Electrical,2012,23031635.0
24690,pse,Machinery / Electrical,2013,27290611.369999997
24691,pse,Machinery / Electrical,2014,24893987.73
24692,pse,Machinery / Electrical,2015,21247149.75
24693,pse,Machinery / Electrical,2016,19642655.53
24694,pse,Machinery / Electrical,2017,976861.0
24695,pse,Metals,2008,55449921.64
24696,pse,Metals,2009,52701845.64
24697,pse,Metals,2010,84429642.96
24698,pse,Metals,2011,71256874.39
24699,pse,Metals,2012,120243966.60000001
24700,pse,Metals,2013,109213453.13999999
24701,pse,Metals,2014,123850075.41000001
24702,pse,Metals,2015,129424759.35
24703,pse,Metals,2016,98034569.45999998
24704,pse,Metals,2017,17265780.74
24705,pse,Mineral Products,2008,13036689.959999999
24706,pse,Mineral Products,2009,3252668.98
24707,pse,Mineral Products,2010,15728361.190000001
24708,pse,Mineral Products,2011,4987597.32
24709,pse,Mineral Products,2012,17223888.64
24710,pse,Mineral Products,2013,23784870.23
24711,pse,Mineral Products,2014,5274000.77
24712,pse,Mineral Products,2015,16219657.6
24713,pse,Mineral Products,2016,16424794.9
24714,pse,Mineral Products,2017,1949332.78
24715,pse,Miscellaneous,2008,49836813.84
24716,pse,Miscellaneous,2009,57498063.02
24717,pse,Miscellaneous,2010,47578772.92
24718,pse,Miscellaneous,2011,63437718.97
24719,pse,Miscellaneous,2012,68876591.58000001
24720,pse,Miscellaneous,2013,89207023.58
24721,pse,Miscellaneous,2014,107783391.22
24722,pse,Miscellaneous,2015,113035014.96000001
24723,pse,Miscellaneous,2016,110610058.19000001
24724,pse,Miscellaneous,2017,1352199.2
24725,pse,Plastics / Rubbers,2008,46619832.190000005
24726,pse,Plastics / Rubbers,2009,34317854.6
24727,pse,Plastics / Rubbers,2010,46680382.4
24728,pse,Plastics / Rubbers,2011,58073118.81
24729,pse,Plastics / Rubbers,2012,65020447.36999998
24730,pse,Plastics / Rubbers,2013,77424897.36
24731,pse,Plastics / Rubbers,2014,75295353.69000001
24732,pse,Plastics / Rubbers,2015,82077064.92999999
24733,pse,Plastics / Rubbers,2016,86541450.91
24734,pse,Plastics / Rubbers,2017,995990.5700000001
24735,pse,"Raw Hides, Skins, Leather, & Furs",2008,4344880.16
24736,pse,"Raw Hides, Skins, Leather, & Furs",2009,3374577.32
24737,pse,"Raw Hides, Skins, Leather, & Furs",2010,3712095.06
24738,pse,"Raw Hides, Skins, Leather, & Furs",2011,1867038.0
24739,pse,"Raw Hides, Skins, Leather, & Furs",2012,3244550.01
24740,pse,"Raw Hides, Skins, Leather, & Furs",2013,5201997.77
24741,pse,"Raw Hides, Skins, Leather, & Furs",2014,6955845.86
24742,pse,"Raw Hides, Skins, Leather, & Furs",2015,5938320.279999999
24743,pse,"Raw Hides, Skins, Leather, & Furs",2016,2863122.5
24744,pse,"Raw Hides, Skins, Leather, & Furs",2017,216590.71000000002
24745,pse,Stone / Glass,2008,103874421.87
24746,pse,Stone / Glass,2009,125629106.30000001
24747,pse,Stone / Glass,2010,131300002.49
24748,pse,Stone / Glass,2011,158787549.64000002
24749,pse,Stone / Glass,2012,156590892.53
24750,pse,Stone / Glass,2013,171613147.48
24751,pse,Stone / Glass,2014,204392520.63000003
24752,pse,Stone / Glass,2015,201584724.00000003
24753,pse,Stone / Glass,2016,204986344.92
24754,pse,Stone / Glass,2017,9073109.970000003
24755,pse,Textiles,2008,15934305.46
24756,pse,Textiles,2009,14584629.77
24757,pse,Textiles,2010,10398465.629999999
24758,pse,Textiles,2011,15189974.01
24759,pse,Textiles,2012,13571687.36
24760,pse,Textiles,2013,14683434.23
24761,pse,Textiles,2014,11092089.860000001
24762,pse,Textiles,2015,13441363.690000001
24763,pse,Textiles,2016,13341269.889999999
24764,pse,Textiles,2017,307486.17
24765,pse,Transportation,2008,5111136.82
24766,pse,Transportation,2009,7038841.67
24767,pse,Transportation,2010,10986112.02
24768,pse,Transportation,2011,5874129.0
24769,pse,Transportation,2012,8849067.0
24770,pse,Transportation,2013,9008339.21
24771,pse,Transportation,2014,13699449.0
24772,pse,Transportation,2015,11548943.2
24773,pse,Transportation,2016,12522500.25
24774,pse,Transportation,2017,109445.04
24775,pse,Vegetable Products,2008,59669740.66
24776,pse,Vegetable Products,2009,47701716.029999994
24777,pse,Vegetable Products,2010,56431066.11
24778,pse,Vegetable Products,2011,71888531.45
24779,pse,Vegetable Products,2012,98679690.22
24780,pse,Vegetable Products,2013,135256072.19000003
24781,pse,Vegetable Products,2014,121998836.52
24782,pse,Vegetable Products,2015,163395320.13000005
24783,pse,Vegetable Products,2016,164509997.76999998
24784,pse,Vegetable Products,2017,37480622.42999999
24785,pse,Wood & Wood Products,2008,38725830.56
24786,pse,Wood & Wood Products,2009,33452254.53
24787,pse,Wood & Wood Products,2010,31064428.39
24788,pse,Wood & Wood Products,2011,39378550.38
24789,pse,Wood & Wood Products,2012,41454844.87
24790,pse,Wood & Wood Products,2013,46388032.67
24791,pse,Wood & Wood Products,2014,48494589.21
24792,pse,Wood & Wood Products,2015,47316325.10000001
24793,pse,Wood & Wood Products,2016,47218820.21000001
24794,pse,Wood & Wood Products,2017,903533.1000000001
24795,pyf,Animal & Animal Products,2008,7577211.969999999
24796,pyf,Animal & Animal Products,2009,11548570.129999999
24797,pyf,Animal & Animal Products,2010,11037985.450000001
24798,pyf,Animal & Animal Products,2011,13291271.100000001
24799,pyf,Animal & Animal Products,2012,21419302.84
24800,pyf,Animal & Animal Products,2013,16378011.059999999
24801,pyf,Animal & Animal Products,2014,16618407.160000002
24802,pyf,Animal & Animal Products,2015,18411152.26
24803,pyf,Animal & Animal Products,2016,12549311.079999998
24804,pyf,Animal & Animal Products,2017,12154392.29
24805,pyf,Chemicals & Allied Industries,2008,1531723.4100000001
24806,pyf,Chemicals & Allied Industries,2009,2259429.7900000005
24807,pyf,Chemicals & Allied Industries,2010,2400981.23
24808,pyf,Chemicals & Allied Industries,2011,2844782.72
24809,pyf,Chemicals & Allied Industries,2012,3421573.9400000004
24810,pyf,Chemicals & Allied Industries,2013,2774835.26
24811,pyf,Chemicals & Allied Industries,2014,4086794.2199999997
24812,pyf,Chemicals & Allied Industries,2015,3840482.1199999996
24813,pyf,Chemicals & Allied Industries,2016,2711585.9699999997
24814,pyf,Chemicals & Allied Industries,2017,2185559.1399999997
24815,pyf,Foodstuffs,2008,8427202.599999998
24816,pyf,Foodstuffs,2009,14551256.979999997
24817,pyf,Foodstuffs,2010,17382482.540000003
24818,pyf,Foodstuffs,2011,16979327.27
24819,pyf,Foodstuffs,2012,13460939.339999998
24820,pyf,Foodstuffs,2013,10741961.169999998
24821,pyf,Foodstuffs,2014,10507066.609999998
24822,pyf,Foodstuffs,2015,13395132.05
24823,pyf,Foodstuffs,2016,8158736.93
24824,pyf,Foodstuffs,2017,7308742.65
24825,pyf,Footwear / Headgear,2008,11373.0
24826,pyf,Footwear / Headgear,2009,59372.0
24827,pyf,Footwear / Headgear,2010,36777.18
24828,pyf,Footwear / Headgear,2011,38461.5
24829,pyf,Footwear / Headgear,2012,54897.13
24830,pyf,Footwear / Headgear,2013,39115.06
24831,pyf,Footwear / Headgear,2014,24641.870000000003
24832,pyf,Footwear / Headgear,2015,341118.7
24833,pyf,Footwear / Headgear,2016,1539.0
24834,pyf,Footwear / Headgear,2017,3368.0
24835,pyf,Machinery / Electrical,2008,4681633.95
24836,pyf,Machinery / Electrical,2009,7191854.5
24837,pyf,Machinery / Electrical,2010,6815935.279999999
24838,pyf,Machinery / Electrical,2011,14087464.39
24839,pyf,Machinery / Electrical,2012,4380950.75
24840,pyf,Machinery / Electrical,2013,4369311.899999999
24841,pyf,Machinery / Electrical,2014,6731340.04
24842,pyf,Machinery / Electrical,2015,4770242.899999999
24843,pyf,Machinery / Electrical,2016,3705743.36
24844,pyf,Machinery / Electrical,2017,2376225.49
24845,pyf,Metals,2008,637684.4099999999
24846,pyf,Metals,2009,1097764.99
24847,pyf,Metals,2010,3831590.4399999995
24848,pyf,Metals,2011,2568467.02
24849,pyf,Metals,2012,3383879.07
24850,pyf,Metals,2013,2414462.1599999997
24851,pyf,Metals,2014,2745824.64
24852,pyf,Metals,2015,1468684.5500000003
24853,pyf,Metals,2016,626954.1199999999
24854,pyf,Metals,2017,1059401.01
24855,pyf,Mineral Products,2008,15752.34
24856,pyf,Mineral Products,2009,176166.71
24857,pyf,Mineral Products,2010,142345.37
24858,pyf,Mineral Products,2011,120096.58
24859,pyf,Mineral Products,2012,24258.129999999997
24860,pyf,Mineral Products,2013,222670.52
24861,pyf,Mineral Products,2014,44429.22
24862,pyf,Mineral Products,2015,139898.13
24863,pyf,Mineral Products,2016,82473.76999999999
24864,pyf,Mineral Products,2017,122942.27
24865,pyf,Miscellaneous,2008,1996602.39
24866,pyf,Miscellaneous,2009,4480000.209999999
24867,pyf,Miscellaneous,2010,3401479.4799999995
24868,pyf,Miscellaneous,2011,4834322.15
24869,pyf,Miscellaneous,2012,1855987.3299999998
24870,pyf,Miscellaneous,2013,2017633.17
24871,pyf,Miscellaneous,2014,3042204.590000001
24872,pyf,Miscellaneous,2015,16280173.419999998
24873,pyf,Miscellaneous,2016,2707512.98
24874,pyf,Miscellaneous,2017,822226.6
24875,pyf,Plastics / Rubbers,2008,405900.37999999995
24876,pyf,Plastics / Rubbers,2009,618094.2799999999
24877,pyf,Plastics / Rubbers,2010,507077.33
24878,pyf,Plastics / Rubbers,2011,966102.83
24879,pyf,Plastics / Rubbers,2012,536906.13
24880,pyf,Plastics / Rubbers,2013,738238.8500000001
24881,pyf,Plastics / Rubbers,2014,491687.71
24882,pyf,Plastics / Rubbers,2015,531832.08
24883,pyf,Plastics / Rubbers,2016,328621.17
24884,pyf,Plastics / Rubbers,2017,405585.81
24885,pyf,"Raw Hides, Skins, Leather, & Furs",2008,0.0
24886,pyf,"Raw Hides, Skins, Leather, & Furs",2009,17053.28
24887,pyf,"Raw Hides, Skins, Leather, & Furs",2010,17947.37
24888,pyf,"Raw Hides, Skins, Leather, & Furs",2011,11099.0
24889,pyf,"Raw Hides, Skins, Leather, & Furs",2012,86257.78
24890,pyf,"Raw Hides, Skins, Leather, & Furs",2013,97570.07
24891,pyf,"Raw Hides, Skins, Leather, & Furs",2014,77773.0
24892,pyf,"Raw Hides, Skins, Leather, & Furs",2015,57423.06
24893,pyf,"Raw Hides, Skins, Leather, & Furs",2016,30605.0
24894,pyf,"Raw Hides, Skins, Leather, & Furs",2017,0.0
24895,pyf,Stone / Glass,2008,115011062.99
24896,pyf,Stone / Glass,2009,115429698.55999999
24897,pyf,Stone / Glass,2010,129087818.86
24898,pyf,Stone / Glass,2011,126069603.38000001
24899,pyf,Stone / Glass,2012,123189593.81
24900,pyf,Stone / Glass,2013,139717044.08999997
24901,pyf,Stone / Glass,2014,155364825.39000002
24902,pyf,Stone / Glass,2015,104669139.76
24903,pyf,Stone / Glass,2016,114848086.35
24904,pyf,Stone / Glass,2017,104539982.95
24905,pyf,Textiles,2008,220263.32
24906,pyf,Textiles,2009,973158.0400000002
24907,pyf,Textiles,2010,488296.92
24908,pyf,Textiles,2011,508562.05000000005
24909,pyf,Textiles,2012,765037.0199999999
24910,pyf,Textiles,2013,1187119.0499999998
24911,pyf,Textiles,2014,738402.0499999998
24912,pyf,Textiles,2015,711188.37
24913,pyf,Textiles,2016,70473.6
24914,pyf,Textiles,2017,47648.0
24915,pyf,Transportation,2008,1309053.9100000001
24916,pyf,Transportation,2009,12285963.620000001
24917,pyf,Transportation,2010,22050398.63
24918,pyf,Transportation,2011,26941909.8
24919,pyf,Transportation,2012,4068616.3
24920,pyf,Transportation,2013,19409356.45
24921,pyf,Transportation,2014,20402756.75
24922,pyf,Transportation,2015,14351437.48
24923,pyf,Transportation,2016,2298658.7
24924,pyf,Transportation,2017,3758124.0
24925,pyf,Vegetable Products,2008,13998046.88
24926,pyf,Vegetable Products,2009,7784078.170000001
24927,pyf,Vegetable Products,2010,8288688.049999999
24928,pyf,Vegetable Products,2011,11975086.47
24929,pyf,Vegetable Products,2012,11803069.899999999
24930,pyf,Vegetable Products,2013,9933176.61
24931,pyf,Vegetable Products,2014,10246392.24
24932,pyf,Vegetable Products,2015,10813700.889999999
24933,pyf,Vegetable Products,2016,12799397.27
24934,pyf,Vegetable Products,2017,14715910.51
24935,pyf,Wood & Wood Products,2008,321618.55
24936,pyf,Wood & Wood Products,2009,595052.25
24937,pyf,Wood & Wood Products,2010,861081.4999999998
24938,pyf,Wood & Wood Products,2011,680038.6399999999
24939,pyf,Wood & Wood Products,2012,1317074.66
24940,pyf,Wood & Wood Products,2013,1105359.65
24941,pyf,Wood & Wood Products,2014,846666.0799999998
24942,pyf,Wood & Wood Products,2015,1131174.78
24943,pyf,Wood & Wood Products,2016,502539.05999999994
24944,pyf,Wood & Wood Products,2017,570358.3300000001
24945,qat,Animal & Animal Products,2008,9106145.26
24946,qat,Animal & Animal Products,2009,18670223.2
24947,qat,Animal & Animal Products,2010,9320766.520000001
24948,qat,Animal & Animal Products,2011,33123055.41
24949,qat,Animal & Animal Products,2012,17114523.71
24950,qat,Animal & Animal Products,2013,23189168.769999996
24951,qat,Animal & Animal Products,2014,3445985.14
24952,qat,Animal & Animal Products,2015,135496195.03000003
24953,qat,Animal & Animal Products,2016,10609463.770000001
24954,qat,Animal & Animal Products,2017,5902311.02
24955,qat,Chemicals & Allied Industries,2008,1919260113.37
24956,qat,Chemicals & Allied Industries,2009,1946220285.98
24957,qat,Chemicals & Allied Industries,2010,2038543461.2899997
24958,qat,Chemicals & Allied Industries,2011,4110256153.299999
24959,qat,Chemicals & Allied Industries,2012,3308038720.740002
24960,qat,Chemicals & Allied Industries,2013,3808111996.049999
24961,qat,Chemicals & Allied Industries,2014,3376722047.9299994
24962,qat,Chemicals & Allied Industries,2015,3841758954.17
24963,qat,Chemicals & Allied Industries,2016,2612086968.5000005
24964,qat,Chemicals & Allied Industries,2017,2674108771.73
24965,qat,Foodstuffs,2008,504172.82
24966,qat,Foodstuffs,2009,7651639.270000001
24967,qat,Foodstuffs,2010,1753087.19
24968,qat,Foodstuffs,2011,7959663.58
24969,qat,Foodstuffs,2012,2067990.18
24970,qat,Foodstuffs,2013,5563244.67
24971,qat,Foodstuffs,2014,5855968.81
24972,qat,Foodstuffs,2015,10940892.000000002
24973,qat,Foodstuffs,2016,14533979.67
24974,qat,Foodstuffs,2017,2395367.91
24975,qat,Footwear / Headgear,2008,463724.0
24976,qat,Footwear / Headgear,2009,1783241.1099999999
24977,qat,Footwear / Headgear,2010,234801.0
24978,qat,Footwear / Headgear,2011,1613502.64
24979,qat,Footwear / Headgear,2012,409239.77
24980,qat,Footwear / Headgear,2013,694046.98
24981,qat,Footwear / Headgear,2014,2892879.37
24982,qat,Footwear / Headgear,2015,4208914.359999999
24983,qat,Footwear / Headgear,2016,1757479.0
24984,qat,Footwear / Headgear,2017,1168151.0
24985,qat,Machinery / Electrical,2008,54310988.82
24986,qat,Machinery / Electrical,2009,442880360.6
24987,qat,Machinery / Electrical,2010,105393308.02
24988,qat,Machinery / Electrical,2011,604134557.2699995
24989,qat,Machinery / Electrical,2012,114762171.95
24990,qat,Machinery / Electrical,2013,194709983.85999995
24991,qat,Machinery / Electrical,2014,133410259.57
24992,qat,Machinery / Electrical,2015,749830734.1899998
24993,qat,Machinery / Electrical,2016,235879101.10000002
24994,qat,Machinery / Electrical,2017,154696818.48
24995,qat,Metals,2008,327825191.2500002
24996,qat,Metals,2009,696026180.36
24997,qat,Metals,2010,506453041.72
24998,qat,Metals,2011,2298559630.6200004
24999,qat,Metals,2012,1774381249.0999997
25000,qat,Metals,2013,1831853479.69
25001,qat,Metals,2014,1628174298.4900005
25002,qat,Metals,2015,2247358868.209999
25003,qat,Metals,2016,1717564175.1199996
25004,qat,Metals,2017,1393878742.5200002
25005,qat,Mineral Products,2008,53396894846.95999
25006,qat,Mineral Products,2009,40389367687.82
25007,qat,Mineral Products,2010,55428350528.799995
25008,qat,Mineral Products,2011,97992709788.66998
25009,qat,Mineral Products,2012,99096286425.31999
25010,qat,Mineral Products,2013,121638890189.76001
25011,qat,Mineral Products,2014,116892266392.14
25012,qat,Mineral Products,2015,68860131050.76999
25013,qat,Mineral Products,2016,48516059991.25001
25014,qat,Mineral Products,2017,44699267962.60999
25015,qat,Miscellaneous,2008,25123641.990000002
25016,qat,Miscellaneous,2009,65232555.08000001
25017,qat,Miscellaneous,2010,32333935.029999997
25018,qat,Miscellaneous,2011,119272264.54000004
25019,qat,Miscellaneous,2012,40483872.65
25020,qat,Miscellaneous,2013,105796350.57000001
25021,qat,Miscellaneous,2014,92449031.19
25022,qat,Miscellaneous,2015,172281858.65999997
25023,qat,Miscellaneous,2016,62047180.29000001
25024,qat,Miscellaneous,2017,45985837.64
25025,qat,Plastics / Rubbers,2008,934054310.82
25026,qat,Plastics / Rubbers,2009,1393092468.7499993
25027,qat,Plastics / Rubbers,2010,1279129554.4100008
25028,qat,Plastics / Rubbers,2011,2841614707.260001
25029,qat,Plastics / Rubbers,2012,2227088241.6299987
25030,qat,Plastics / Rubbers,2013,3581758725.8699994
25031,qat,Plastics / Rubbers,2014,2611713263.0499997
25032,qat,Plastics / Rubbers,2015,2349411749.539999
25033,qat,Plastics / Rubbers,2016,2339468579.959999
25034,qat,Plastics / Rubbers,2017,1936892946.6100004
25035,qat,"Raw Hides, Skins, Leather, & Furs",2008,1800862.5
25036,qat,"Raw Hides, Skins, Leather, & Furs",2009,1827390.6
25037,qat,"Raw Hides, Skins, Leather, & Furs",2010,1313970.0
25038,qat,"Raw Hides, Skins, Leather, & Furs",2011,6276990.04
25039,qat,"Raw Hides, Skins, Leather, & Furs",2012,2505281.5999999996
25040,qat,"Raw Hides, Skins, Leather, & Furs",2013,5148784.82
25041,qat,"Raw Hides, Skins, Leather, & Furs",2014,10467420.24
25042,qat,"Raw Hides, Skins, Leather, & Furs",2015,9870784.36
25043,qat,"Raw Hides, Skins, Leather, & Furs",2016,7422427.58
25044,qat,"Raw Hides, Skins, Leather, & Furs",2017,5394189.8100000005
25045,qat,Stone / Glass,2008,140419110.68
25046,qat,Stone / Glass,2009,148581910.7
25047,qat,Stone / Glass,2010,201488180.31
25048,qat,Stone / Glass,2011,168662719.56
25049,qat,Stone / Glass,2012,249715031.12
25050,qat,Stone / Glass,2013,184806145.32999998
25051,qat,Stone / Glass,2014,179626807.55
25052,qat,Stone / Glass,2015,480385362.23
25053,qat,Stone / Glass,2016,328076606.53
25054,qat,Stone / Glass,2017,213039869.43
25055,qat,Textiles,2008,6854203.62
25056,qat,Textiles,2009,14825945.29
25057,qat,Textiles,2010,4200902.17
25058,qat,Textiles,2011,16061721.9
25059,qat,Textiles,2012,6191717.45
25060,qat,Textiles,2013,5255731.630000001
25061,qat,Textiles,2014,5880876.05
25062,qat,Textiles,2015,29188787.090000004
25063,qat,Textiles,2016,8106466.829999999
25064,qat,Textiles,2017,9814859.72
25065,qat,Transportation,2008,29295537.47
25066,qat,Transportation,2009,400763696.68999994
25067,qat,Transportation,2010,48314596.6
25068,qat,Transportation,2011,733894103.26
25069,qat,Transportation,2012,13128903.14
25070,qat,Transportation,2013,34079303.900000006
25071,qat,Transportation,2014,36524036.26
25072,qat,Transportation,2015,1261810909.3
25073,qat,Transportation,2016,125674541.08999999
25074,qat,Transportation,2017,178668560.54000002
25075,qat,Vegetable Products,2008,281601.44999999995
25076,qat,Vegetable Products,2009,7721363.829999999
25077,qat,Vegetable Products,2010,2806872.2199999997
25078,qat,Vegetable Products,2011,20281984.850000005
25079,qat,Vegetable Products,2012,14526131.220000003
25080,qat,Vegetable Products,2013,16775871.940000003
25081,qat,Vegetable Products,2014,6955016.13
25082,qat,Vegetable Products,2015,19264758.63
25083,qat,Vegetable Products,2016,14305287.46
25084,qat,Vegetable Products,2017,1657653.1100000003
25085,qat,Wood & Wood Products,2008,9446587.940000001
25086,qat,Wood & Wood Products,2009,16740025.6
25087,qat,Wood & Wood Products,2010,6879862.96
25088,qat,Wood & Wood Products,2011,33165424.02
25089,qat,Wood & Wood Products,2012,9641371.78
25090,qat,Wood & Wood Products,2013,38111017.949999996
25091,qat,Wood & Wood Products,2014,7237251.370000001
25092,qat,Wood & Wood Products,2015,88029137.58000001
25093,qat,Wood & Wood Products,2016,49897138.739999995
25094,qat,Wood & Wood Products,2017,8369066.92
25095,rou,Animal & Animal Products,2008,382337403.18999994
25096,rou,Animal & Animal Products,2009,404526668.82000005
25097,rou,Animal & Animal Products,2010,497317149.78000003
25098,rou,Animal & Animal Products,2011,685889463.5499997
25099,rou,Animal & Animal Products,2012,799605445.5899998
25100,rou,Animal & Animal Products,2013,877583131.69
25101,rou,Animal & Animal Products,2014,931187858.2200001
25102,rou,Animal & Animal Products,2015,878769968.6800002
25103,rou,Animal & Animal Products,2016,891445988.6200001
25104,rou,Animal & Animal Products,2017,1044001609.9600003
25105,rou,Chemicals & Allied Industries,2008,2074555880.5400007
25106,rou,Chemicals & Allied Industries,2009,1398576749.1099997
25107,rou,Chemicals & Allied Industries,2010,2180967959.2100005
25108,rou,Chemicals & Allied Industries,2011,2948474677.03
25109,rou,Chemicals & Allied Industries,2012,3081924983.4899993
25110,rou,Chemicals & Allied Industries,2013,2972774734.4000006
25111,rou,Chemicals & Allied Industries,2014,2804540358.41
25112,rou,Chemicals & Allied Industries,2015,2287176021.3199997
25113,rou,Chemicals & Allied Industries,2016,2071178494.59
25114,rou,Chemicals & Allied Industries,2017,2256944234.450001
25115,rou,Foodstuffs,2008,814943855.79
25116,rou,Foodstuffs,2009,913375432.9600002
25117,rou,Foodstuffs,2010,1102381655.5
25118,rou,Foodstuffs,2011,1534919173.68
25119,rou,Foodstuffs,2012,1402107979.75
25120,rou,Foodstuffs,2013,1616817371.3299997
25121,rou,Foodstuffs,2014,1943774518.1599998
25122,rou,Foodstuffs,2015,1874025545.4899998
25123,rou,Foodstuffs,2016,1756152618.66
25124,rou,Foodstuffs,2017,1842909658.4400003
25125,rou,Footwear / Headgear,2008,1756054716.0300002
25126,rou,Footwear / Headgear,2009,1416140991.0499997
25127,rou,Footwear / Headgear,2010,1683460241.54
25128,rou,Footwear / Headgear,2011,2069007475.44
25129,rou,Footwear / Headgear,2012,1844179568.76
25130,rou,Footwear / Headgear,2013,2113124240.3700001
25131,rou,Footwear / Headgear,2014,2243367921.5400004
25132,rou,Footwear / Headgear,2015,1802290614.2199996
25133,rou,Footwear / Headgear,2016,1809009526.8400002
25134,rou,Footwear / Headgear,2017,1768617367.2
25135,rou,Machinery / Electrical,2008,11014232992.25
25136,rou,Machinery / Electrical,2009,11028245681.029997
25137,rou,Machinery / Electrical,2010,13728847356.330002
25138,rou,Machinery / Electrical,2011,17378176575.27
25139,rou,Machinery / Electrical,2012,15304232381.569996
25140,rou,Machinery / Electrical,2013,17243477026.54999
25141,rou,Machinery / Electrical,2014,19669017517.41
25142,rou,Machinery / Electrical,2015,17435875150.69
25143,rou,Machinery / Electrical,2016,19250287326.33
25144,rou,Machinery / Electrical,2017,20739136191.060005
25145,rou,Metals,2008,7074915405.720001
25146,rou,Metals,2009,4014459966.2299995
25147,rou,Metals,2010,5827876828.729996
25148,rou,Metals,2011,7524766238.350002
25149,rou,Metals,2012,6546593111.370002
25150,rou,Metals,2013,6261844270.41
25151,rou,Metals,2014,6138126083.729999
25152,rou,Metals,2015,5005814675.269999
25153,rou,Metals,2016,4646097996.929998
25154,rou,Metals,2017,5556531623.790002
25155,rou,Mineral Products,2008,4164410886.2999997
25156,rou,Mineral Products,2009,2122810990.0299997
25157,rou,Mineral Products,2010,2431651066.1499996
25158,rou,Mineral Products,2011,2991179588.65
25159,rou,Mineral Products,2012,3159274718.8199997
25160,rou,Mineral Products,2013,3304885021.41
25161,rou,Mineral Products,2014,4258922810.5
25162,rou,Mineral Products,2015,2787465916.13
